coord_id,island_id,component_id,component_name,ra_hms_cont,dec_dms_cont,ra_deg_cont,dec_deg_cont,ra_err,dec_err,freq,flux_peak,flux_peak_err,flux_int,flux_int_err,maj_axis,min_axis,pos_ang,maj_axis_err,min_axis_err,pos_ang_err,maj_axis_deconv,min_axis_deconv,pos_ang_deconv,maj_axis_deconv_err,min_axis_deconv_err,pos_ang_deconv_err,chi_squared_fit,rms_fit_gauss,spectral_index,spectral_curvature,spectral_index_err,spectral_curvature_err,rms_image,has_siblings,fit_is_estimate,spectral_index_from_TT,flag_c4,comment,coord,nn_separation,flux_peak_condon,flux_peak_selavy,flux_peak_err_condon,flux_peak_err_selavy,island_id_reference,component_id_reference,component_name_reference,ra_hms_cont_reference,dec_dms_cont_reference,ra_deg_cont_reference,dec_deg_cont_reference,ra_err_reference,dec_err_reference,freq_reference,flux_peak_reference,flux_peak_err_reference,flux_int_reference,flux_int_err_reference,maj_axis_reference,min_axis_reference,pos_ang_reference,maj_axis_err_reference,min_axis_err_reference,pos_ang_err_reference,maj_axis_deconv_reference,min_axis_deconv_reference,pos_ang_deconv_reference,maj_axis_deconv_err_reference,min_axis_deconv_err_reference,pos_ang_deconv_err_reference,chi_squared_fit_reference,rms_fit_gauss_reference,spectral_index_reference,spectral_curvature_reference,spectral_index_err_reference,spectral_curvature_err_reference,rms_image_reference,has_siblings_reference,fit_is_estimate_reference,spectral_index_from_TT_reference,flag_c4_reference,comment_reference,coord_reference,nn_separation_reference,flux_peak_condon_reference,flux_peak_selavy_reference,flux_peak_err_condon_reference,flux_peak_err_selavy_reference,separation,dra,ddec,flux_peak_ratio
129,SB30904_island_133,SB30904_component_133a,J002327-011500,00:23:27.9,-01:15:00,5.866094,-1.249920,0.02,0.02,887.5,76.183,0.317,81.517,0.532,14.23,12.74,84.55,0.06,0.05,0.02,3.99,2.53,-7.73,1.33,3.70,0.49,338.715,1445.972,-0.99,-99.00,0.00,0.00,0.320,0.0,0.0,1.0,0.0,,"5.866094,-1.24992",0.045813,76.183,76.184,0.317,0.294,RACS_0012+00A_island_127,RACS_0012+00A_component_127a,J002327-011500,00:23:27.8,-01:15:00,5.865903,-1.249893,0.03,0.02,887.5,83.620,1.551,94.412,0.618,26.37,16.75,99.58,0.08,0.09,0.27,10.53,3.89,86.55,0.40,3.35,1.24,138.238,746.598,-0.96,-99.00,0.00,0.00,1.476,0.0,0.0,1.0,0.0,,"5.865903,-1.249893",0.151982,83.620,83.646,1.551,0.254,0.000193,0.000191,-0.000027,0.911
130,SB30904_island_134,SB30904_component_134a,J002508-024016,00:25:08.8,-02:40:16,6.286700,-2.671190,0.03,0.03,887.5,76.101,0.458,81.823,0.766,14.52,12.54,84.39,0.08,0.07,0.03,3.87,3.29,87.79,5.89,8.46,2.43,121.765,922.769,1.48,-99.00,0.00,0.00,0.462,0.0,0.0,1.0,0.0,,"6.2867,-2.67119",0.111663,76.101,76.104,0.458,0.421,RACS_0012+00A_island_111,RACS_0012+00A_component_111a,J002508-024016,00:25:08.8,-02:40:16,6.286720,-2.671144,0.03,0.02,887.5,93.227,1.404,97.686,0.535,25.82,15.87,99.38,0.06,0.07,0.20,9.11,0.00,85.80,0.40,0.00,0.93,112.203,710.928,1.96,-99.00,0.00,0.00,1.341,0.0,0.0,1.0,0.0,,"6.28672,-2.671144",0.111383,93.227,93.246,1.404,0.229,0.000050,-0.000020,-0.000046,0.816
131,SB30904_island_135,SB30904_component_135a,J001052-002006,00:10:52.5,-00:20:06,2.718763,-0.335185,0.03,0.02,887.5,75.433,0.349,77.620,0.607,14.18,12.29,85.01,0.06,0.06,0.02,2.39,2.02,-59.56,29.91,42.70,37.76,143.444,1005.073,0.65,-99.00,0.00,0.00,0.356,0.0,0.0,1.0,0.0,,"2.718763,-0.335185",0.019538,75.433,75.435,0.349,0.344,RACS_0012+00A_island_151,RACS_0012+00A_component_151a,J001052-002006,00:10:52.5,-00:20:06,2.718678,-0.335080,0.03,0.02,887.5,73.933,0.897,78.633,0.420,25.24,16.48,102.09,0.06,0.07,0.23,6.93,3.33,-88.25,1.80,8.24,2.35,216.903,901.316,0.63,-99.00,0.00,0.00,0.849,0.0,0.0,1.0,0.0,,"2.718678,-0.33508",0.019672,73.933,73.943,0.897,0.180,0.000135,0.000085,-0.000105,1.020
132,SB30904_island_136,SB30904_component_136a,J002249-034425,00:22:49.6,-03:44:25,5.706626,-3.740301,0.07,0.06,887.5,75.620,0.947,80.101,1.602,14.15,12.68,86.84,0.17,0.15,0.07,3.84,1.96,-16.01,3.68,16.10,6.92,20.224,440.974,-0.47,-99.00,0.00,0.00,0.957,0.0,0.0,1.0,0.0,,"5.706626,-3.740301",0.055892,75.620,75.632,0.947,0.890,RACS_0012+00A_island_129,RACS_0012+00A_component_129a,J002249-034424,00:22:49.6,-03:44:24,5.706514,-3.740206,0.04,0.03,887.5,81.476,2.484,99.028,0.744,27.17,17.48,99.81,0.10,0.11,0.32,12.35,6.46,89.43,0.32,1.36,1.33,69.426,545.861,3.28,-99.00,0.00,0.00,2.367,0.0,0.0,1.0,0.0,,"5.706514,-3.740206",0.055782,81.476,81.545,2.484,0.290,0.000147,0.000112,-0.000095,0.928
134,SB30904_island_139,SB30904_component_139a,J000805+034738,00:08:05.4,+03:47:38,2.022402,3.793990,0.06,0.05,887.5,75.320,0.765,83.368,1.249,14.66,12.79,76.90,0.13,0.11,0.05,4.95,3.41,39.82,1.67,4.04,10.38,48.380,640.309,-0.88,-99.00,0.00,0.00,0.766,0.0,0.0,1.0,0.0,,"2.022402,3.79399",0.103964,75.320,75.328,0.765,0.674,RACS_0012+00A_island_96,RACS_0012+00A_component_96a,J000805+034739,00:08:05.4,+03:47:39,2.022385,3.794212,0.04,0.03,887.5,101.530,3.208,120.558,1.002,27.45,16.91,98.12,0.11,0.12,0.32,13.10,4.27,86.86,0.22,2.55,1.04,65.194,557.176,-0.52,-99.00,0.00,0.00,3.074,0.0,0.0,1.0,0.0,,"2.022385,3.794212",0.116104,101.530,101.623,3.208,0.393,0.000223,0.000017,-0.000222,0.742
135,SB30904_island_141,SB30904_component_141a,J002459+005727,00:24:59.7,+00:57:27,6.248697,0.957673,0.03,0.02,887.5,71.656,0.344,74.172,0.595,14.27,12.29,89.32,0.07,0.06,0.02,3.32,1.10,-57.58,2.53,25.40,6.36,169.740,1101.105,-0.99,-99.00,0.00,0.00,0.351,0.0,0.0,1.0,0.0,,"6.248697,0.957673",0.050098,71.656,71.658,0.344,0.336,RACS_0012+00A_island_106,RACS_0012+00A_component_106a,J002459+005728,00:24:59.6,+00:57:28,6.248447,0.957846,0.03,0.02,887.5,95.570,4.824,110.898,0.638,26.36,17.18,97.12,0.07,0.08,0.25,11.03,4.32,75.74,0.30,2.27,1.15,7.994,221.450,-0.90,-99.00,0.00,0.00,4.587,0.0,0.0,1.0,0.0,,"6.248447,0.957846",0.135764,95.570,95.790,4.824,0.244,0.000304,0.000250,-0.000173,0.750
142,SB30904_island_146,SB30904_component_146a,J002146-032300,00:21:46.4,-03:23:00,5.443282,-3.383150,0.05,0.04,887.5,71.547,0.574,75.350,0.980,14.45,12.35,82.43,0.11,0.09,0.03,3.62,2.39,70.81,5.03,12.39,6.06,31.718,514.115,-0.45,-99.00,0.00,0.00,0.583,0.0,0.0,1.0,0.0,,"5.443282,-3.38315",0.069821,71.547,71.552,0.574,0.546,RACS_0012+00A_island_134,RACS_0012+00A_component_134a,J002146-032300,00:21:46.3,-03:23:00,5.443118,-3.383152,0.02,0.01,887.5,81.123,2.301,89.529,0.309,25.81,16.72,101.21,0.04,0.05,0.15,8.85,4.19,89.98,0.46,2.24,0.98,11.934,244.888,-0.84,-99.00,0.00,0.00,2.183,0.0,0.0,1.0,0.0,,"5.443118,-3.383152",0.069866,81.123,81.182,2.301,0.127,0.000164,0.000164,0.000002,0.882
143,SB30904_island_147,SB30904_component_147a,J002421+023512,00:24:21.0,+02:35:12,6.087535,2.586813,0.03,0.03,887.5,70.339,0.359,72.752,0.622,14.12,12.41,86.28,0.07,0.06,0.03,2.87,1.63,-24.84,6.10,20.03,8.70,153.237,1065.406,-0.12,-99.00,0.00,0.00,0.366,0.0,0.0,1.0,0.0,,"6.087535,2.586813",0.038118,70.339,70.341,0.359,0.351,RACS_0012+00A_island_146,RACS_0012+00A_component_146a,J002421+023513,00:24:21.0,+02:35:13,6.087418,2.586971,0.01,0.01,887.5,75.887,0.713,77.683,0.238,24.51,16.34,103.86,0.03,0.04,0.13,3.59,2.25,-40.84,17.06,43.89,7.49,114.570,649.009,-0.54,-99.00,0.00,0.00,0.673,0.0,0.0,1.0,0.0,,"6.087418,2.586971",0.037766,75.887,75.893,0.713,0.104,0.000197,0.000117,-0.000158,0.927
147,SB30904_island_151,SB30904_component_151a,J002531+032805,00:25:31.9,+03:28:05,6.382842,3.468215,0.07,0.06,887.5,67.912,0.893,73.142,1.492,14.42,12.65,78.58,0.18,0.15,0.06,4.19,2.83,30.98,4.11,10.02,18.94,35.757,565.027,-0.50,-99.00,0.00,0.00,0.900,0.0,0.0,1.0,0.0,,"6.382842,3.468215",0.110989,67.912,67.924,0.893,0.820,RACS_0012+00A_island_133,RACS_0012+00A_component_133a,J002531+032806,00:25:31.9,+03:28:06,6.382752,3.468421,0.03,0.02,887.5,81.556,1.858,86.685,0.552,25.39,16.37,106.25,0.08,0.08,0.27,7.80,1.44,-55.45,1.06,33.88,1.93,59.799,548.178,-5.07,-99.00,0.00,0.00,1.763,0.0,0.0,1.0,0.0,,"6.382752,3.468421",0.130237,81.556,81.594,1.858,0.233,0.000225,0.000090,-0.000206,0.833
148,SB30904_island_153,SB30904_component_153a,J002749+015201,00:27:49.5,+01:52:01,6.956053,1.867043,0.06,0.06,887.5,67.640,0.886,82.698,1.328,15.44,13.41,102.67,0.15,0.13,0.05,7.46,4.49,-48.55,0.23,1.01,4.03,86.542,812.788,-0.78,-99.00,0.00,0.00,0.867,0.0,0.0,1.0,0.0,,"6.956053,1.867043",0.123638,67.640,67.651,0.886,0.669,RACS_0012+00A_island_102,RACS_0012+00A_component_102a,J002749+015202,00:27:49.4,+01:52:02,6.955933,1.867259,0.04,0.03,887.5,98.063,0.916,110.646,0.979,25.75,17.14,104.14,0.11,0.12,0.40,8.57,5.81,-68.07,1.98,4.56,3.86,1190.018,2032.734,-0.88,-99.00,0.00,0.00,0.866,0.0,0.0,1.0,0.0,,"6.955933,1.867259",0.127941,98.063,98.071,0.916,0.403,0.000247,0.000120,-0.000216,0.690
149,SB30904_island_154,SB30904_component_154a,J001536+012424,00:15:36.7,+01:24:24,3.903049,1.406838,0.03,0.02,887.5,68.505,0.304,71.387,0.522,14.27,12.37,84.02,0.06,0.05,0.02,2.78,2.56,80.17,28.96,34.73,6.98,226.347,1236.678,-0.90,-99.00,0.00,0.00,0.309,0.0,0.0,1.0,0.0,,"3.903049,1.406838",0.040427,68.505,68.506,0.304,0.293,RACS_0012+00A_island_144,RACS_0012+00A_component_144a,J001536+012425,00:15:36.7,+01:24:25,3.903057,1.407009,0.04,0.03,887.5,76.972,1.125,83.576,0.659,26.28,16.16,99.31,0.10,0.10,0.29,10.31,0.00,87.29,0.41,0.00,1.22,332.286,1109.364,-0.57,-99.00,0.00,0.00,1.075,0.0,0.0,1.0,0.0,,"3.903057,1.407009",0.063028,76.972,76.987,1.125,0.279,0.000171,-0.000008,-0.000171,0.890
150,SB30904_island_155,SB30904_component_155a,J001926+030946,00:19:26.8,+03:09:46,4.861749,3.163022,0.02,0.03,887.5,67.244,0.438,98.782,0.563,16.50,15.08,137.77,0.06,0.05,0.03,10.81,6.37,-23.03,0.02,0.03,0.62,538.662,1632.985,-0.48,-99.00,0.00,0.00,0.414,0.0,0.0,1.0,0.0,,"4.861749,3.163022",0.059142,67.244,67.247,0.438,0.249,RACS_0012+00A_island_143,RACS_0012+00A_component_143a,J001926+030947,00:19:26.8,+03:09:47,4.861678,3.163156,0.02,0.02,887.5,76.846,0.942,93.248,0.356,25.38,18.70,108.82,0.05,0.06,0.24,10.38,6.05,-13.51,0.29,0.98,1.26,165.124,726.329,-0.56,-99.00,0.00,0.00,0.883,0.0,0.0,1.0,0.0,,"4.861678,3.163156",0.059196,76.846,76.856,0.942,0.141,0.000152,0.000071,-0.000134,0.875
151,SB30904_island_156,SB30904_component_156a,J001053-034543,00:10:53.2,-03:45:43,2.721605,-3.762153,0.05,0.05,887.5,67.893,0.672,75.621,1.093,14.85,12.70,87.31,0.13,0.11,0.04,5.05,3.75,-78.15,1.98,3.99,5.77,51.595,669.816,-0.70,-99.00,0.00,0.00,0.673,0.0,0.0,1.0,0.0,,"2.721605,-3.762153",0.108933,67.893,67.900,0.672,0.587,RACS_0012+00A_island_148,RACS_0012+00A_component_148a,J001053-034544,00:10:53.1,-03:45:44,2.721284,-3.762292,0.03,0.02,887.5,74.608,1.602,84.309,0.555,26.02,16.99,101.73,0.08,0.09,0.29,9.38,5.27,-86.58,0.81,2.81,1.91,100.678,649.036,-0.96,-99.00,0.00,0.00,1.519,0.0,0.0,1.0,0.0,,"2.721284,-3.762292",0.109077,74.608,74.639,1.602,0.228,0.000349,0.000320,0.000139,0.910
152,SB30904_island_157,SB30904_component_157a,J001817+024639,00:18:17.6,+02:46:39,4.573530,2.777541,0.03,0.02,887.5,66.732,0.320,71.025,0.539,14.32,12.59,83.31,0.06,0.06,0.02,3.49,3.01,6.53,7.19,9.97,9.56,60.271,678.293,-0.99,-99.00,0.00,0.00,0.323,0.0,0.0,1.0,0.0,,"4.57353,2.777541",0.098254,66.732,66.734,0.320,0.298,RACS_0012+00A_island_164,RACS_0012+00A_component_164a,J001817+024639,00:18:17.6,+02:46:39,4.573445,2.777617,0.01,0.01,887.5,66.864,0.760,69.300,0.215,24.74,16.39,101.60,0.03,0.04,0.13,5.17,2.04,73.52,2.93,19.46,2.56,74.645,544.253,-1.14,-99.00,0.00,0.00,0.718,0.0,0.0,1.0,0.0,,"4.573445,2.777617",0.098901,66.864,66.872,0.760,0.093,0.000114,0.000085,-0.000076,0.998
153,SB30904_island_158,SB30904_component_158a,J001229+030034,00:12:29.0,+03:00:34,3.120658,3.009504,0.04,0.04,887.5,66.577,0.487,69.291,0.838,14.47,12.18,88.59,0.10,0.09,0.03,3.85,0.75,-75.04,2.04,61.47,3.93,118.776,974.787,-0.75,-99.00,0.00,0.00,0.496,0.0,0.0,1.0,0.0,,"3.120658,3.009504",0.188106,66.577,66.581,0.487,0.471,RACS_0012+00A_island_138,RACS_0012+00A_component_138a,J001228+030035,00:12:28.9,+03:00:35,3.120617,3.009750,0.03,0.02,887.5,78.631,1.151,84.030,0.533,26.36,15.86,100.63,0.08,0.08,0.22,10.34,0.00,-86.74,0.31,0.00,0.87,198.590,877.342,-0.61,-99.00,0.00,0.00,1.103,0.0,0.0,1.0,0.0,,"3.120617,3.00975",0.187885,78.631,78.646,1.151,0.228,0.000249,0.000041,-0.000246,0.847
155,SB30904_island_161,SB30904_component_161a,J000452-003547,00:04:52.3,-00:35:47,1.217982,-0.596614,0.03,0.03,887.5,66.500,0.372,70.119,0.635,14.48,12.33,85.07,0.08,0.07,0.02,3.72,2.37,-89.10,3.01,8.00,1.95,41.060,555.630,-0.81,-99.00,0.00,0.00,0.378,0.0,0.0,1.0,0.0,,"1.217982,-0.596614",0.035235,66.500,66.502,0.372,0.354,RACS_0012+00A_island_162,RACS_0012+00A_component_162a,J000452-003547,00:04:52.3,-00:35:47,1.217947,-0.596520,0.02,0.01,887.5,67.989,1.633,75.334,0.293,25.27,17.15,101.86,0.05,0.05,0.18,7.19,5.57,77.09,2.29,3.93,3.73,23.678,332.635,-0.93,-99.00,0.00,0.00,1.540,0.0,0.0,1.0,0.0,,"1.217947,-0.59652",0.151194,67.989,68.024,1.633,0.120,0.000100,0.000035,-0.000094,0.978
156,SB30904_island_162,SB30904_component_162a,J000337+013403,00:03:37.8,+01:34:03,0.907537,1.567529,0.02,0.02,887.5,62.940,0.288,78.475,0.423,14.77,14.30,32.53,0.05,0.04,0.07,8.20,3.60,1.17,0.04,0.01,0.94,6476.383,5205.558,0.95,-99.00,0.00,0.00,0.280,0.0,0.0,1.0,1.0,,"0.907537,1.567529",0.047655,62.940,62.941,0.288,0.210,RACS_0012+00A_island_161,RACS_0012+00A_component_161a,J000337+013403,00:03:37.8,+01:34:03,0.907361,1.567692,0.03,0.02,887.5,67.417,0.581,81.666,0.425,25.18,18.82,106.17,0.06,0.08,0.34,9.97,6.26,-1.07,0.51,1.43,1.78,687.829,1418.166,1.09,-99.00,0.00,0.00,0.544,0.0,0.0,1.0,0.0,,"0.907361,1.567692",0.048029,67.417,67.421,0.581,0.169,0.000240,0.000176,-0.000163,0.934
157,SB30904_island_163,SB30904_component_163a,J002241-023534,00:22:41.2,-02:35:34,5.671788,-2.592825,0.02,0.02,887.5,66.365,0.343,92.741,0.475,19.11,12.39,73.14,0.05,0.05,0.01,13.10,2.17,69.95,0.01,0.95,0.04,1917.200,3227.935,-0.90,-99.00,0.00,0.00,0.338,0.0,0.0,1.0,1.0,,"5.671788,-2.592825",0.045211,66.365,66.367,0.343,0.214,RACS_0012+00A_island_124,RACS_0012+00A_component_124a,J002241-023534,00:22:41.2,-02:35:34,5.671705,-2.592813,0.02,0.01,887.5,86.556,1.298,105.717,0.419,28.07,17.02,93.05,0.05,0.06,0.15,14.97,1.96,77.29,0.05,4.32,0.38,98.637,598.898,-1.23,-99.00,0.00,0.00,1.247,0.0,0.0,1.0,0.0,,"5.671705,-2.592813",0.047059,86.556,86.574,1.298,0.165,0.000084,0.000083,-0.000012,0.767
158,SB30904_island_164,SB30904_component_164a,J000033+005340,00:00:33.0,+00:53:40,0.137504,0.894657,0.02,0.02,887.5,65.668,0.289,70.815,0.482,14.58,12.53,89.81,0.06,0.05,0.02,4.43,2.74,-63.24,1.03,3.04,4.06,96.697,816.624,-1.09,-99.00,0.00,0.00,0.291,0.0,0.0,1.0,0.0,,"0.137504,0.894657",0.032836,65.668,65.669,0.289,0.265,RACS_0012+00A_island_172,RACS_0012+00A_component_172a,J000032+005341,00:00:32.9,+00:53:41,0.137261,0.894890,0.02,0.01,887.5,63.712,0.619,70.039,0.302,25.39,16.93,104.59,0.05,0.06,0.20,7.53,5.02,-60.27,1.50,3.53,2.43,284.129,948.232,-1.11,-99.00,0.00,0.00,0.585,0.0,0.0,1.0,0.0,,"0.137261,0.89489",0.063841,63.712,63.717,0.619,0.127,0.000337,0.000243,-0.000233,1.031
159,SB30904_island_165,SB30904_component_165a,J002215-022702,00:22:15.0,-02:27:02,5.562458,-2.450800,0.02,0.02,887.5,64.731,0.286,71.541,0.468,14.73,12.71,95.89,0.06,0.05,0.02,5.40,2.64,-52.40,0.32,1.72,2.44,66.777,676.298,-0.52,-99.00,0.00,0.00,0.287,0.0,0.0,1.0,0.0,,"5.562458,-2.4508",0.033493,64.731,64.732,0.286,0.253,RACS_0012+00A_island_152,RACS_0012+00A_component_152a,J002214-022702,00:22:14.9,-02:27:02,5.562253,-2.450766,0.02,0.01,887.5,73.526,1.096,77.914,0.305,25.61,16.18,101.60,0.05,0.05,0.15,8.19,1.03,-86.64,0.53,36.90,0.94,62.178,524.522,-0.93,-99.00,0.00,0.00,1.043,0.0,0.0,1.0,0.0,,"5.562253,-2.450766",0.089873,73.526,73.541,1.096,0.130,0.000208,0.000205,-0.000034,0.880
161,SB30904_island_167,SB30904_component_167a,J000840+022717,00:08:40.7,+02:27:17,2.169393,2.454874,0.03,0.02,887.5,63.935,0.290,67.150,0.494,14.33,12.42,86.17,0.06,0.05,0.02,3.24,2.56,-61.85,6.43,10.74,14.42,192.984,1119.440,-0.78,-99.00,0.00,0.00,0.294,0.0,0.0,1.0,0.0,,"2.169393,2.454874",0.032806,63.935,63.936,0.290,0.276,RACS_0012+00A_island_128,RACS_0012+00A_component_128a,J000840+022718,00:08:40.6,+02:27:18,2.169250,2.455082,0.03,0.02,887.5,83.982,2.583,90.513,0.548,25.73,16.37,99.43,0.07,0.08,0.24,8.93,0.89,82.64,0.58,66.08,1.35,26.024,379.183,-0.51,-99.00,0.00,0.00,2.457,0.0,0.0,1.0,0.0,,"2.16925,2.455082",0.032811,83.982,84.054,2.583,0.226,0.000252,0.000143,-0.000208,0.761
166,SB30904_island_170,SB30904_component_170a,J001056-001940,00:10:56.9,-00:19:40,2.736939,-0.328016,0.03,0.02,887.5,61.507,0.458,104.818,0.521,17.83,16.19,56.91,0.06,0.05,0.02,11.96,9.73,28.67,0.02,0.06,1.38,2050.792,2787.140,-1.30,-99.00,0.00,0.00,0.426,0.0,0.0,1.0,0.0,,"2.736939,-0.328016",0.019538,61.507,61.510,0.458,0.207,RACS_0012+00A_island_140,RACS_0012+00A_component_140a,J001056-001940,00:10:56.9,-00:19:40,2.737002,-0.327922,0.03,0.02,887.5,77.329,0.917,108.353,0.560,27.39,20.01,99.85,0.07,0.09,0.34,13.14,11.33,68.96,0.56,0.81,3.33,457.716,1140.320,-1.14,-99.00,0.00,0.00,0.870,0.0,0.0,1.0,0.0,,"2.737002,-0.327922",0.019672,77.329,77.339,0.917,0.203,0.000113,-0.000063,-0.000094,0.795
168,SB30904_island_172,SB30904_component_172a,J002331+010115,00:23:31.6,+01:01:15,5.881679,1.020932,0.03,0.02,887.5,62.658,0.299,65.678,0.512,14.36,12.37,84.52,0.07,0.06,0.02,3.19,2.55,-89.83,7.87,12.70,3.63,187.306,1113.748,-0.49,-99.00,0.00,0.00,0.304,0.0,0.0,1.0,0.0,,"5.881679,1.020932",0.066799,62.658,62.659,0.299,0.286,RACS_0012+00A_island_155,RACS_0012+00A_component_155a,J002331+010115,00:23:31.6,+01:01:15,5.881515,1.021052,0.03,0.02,887.5,71.127,1.856,74.945,0.539,25.60,16.10,100.30,0.08,0.09,0.28,8.34,0.00,86.86,0.82,0.00,1.61,59.107,539.601,0.24,-99.00,0.00,0.00,1.767,0.0,0.0,1.0,0.0,,"5.881515,1.021052",0.098527,71.127,71.171,1.856,0.230,0.000203,0.000164,-0.000120,0.881
169,SB30904_island_173,SB30904_component_173a,J002425-024725,00:24:25.2,-02:47:25,6.105029,-2.790521,0.03,0.03,887.5,62.034,0.418,73.024,0.653,15.91,12.53,86.76,0.08,0.07,0.02,7.58,3.23,89.56,0.14,1.18,0.19,284.363,1420.127,-1.14,-99.00,0.00,0.00,0.416,0.0,0.0,1.0,0.0,,"6.105029,-2.790521",0.025868,62.034,62.037,0.418,0.337,RACS_0012+00A_island_141,RACS_0012+00A_component_141a,J002425-024725,00:24:25.2,-02:47:25,6.105077,-2.790528,0.05,0.03,887.5,76.468,1.606,89.676,0.768,28.04,16.36,98.89,0.11,0.12,0.29,14.16,1.81,-88.42,0.15,12.13,0.80,194.560,878.672,-0.52,-99.00,0.00,0.00,1.551,0.0,0.0,1.0,0.0,,"6.105077,-2.790528",0.094719,76.468,76.499,1.606,0.309,0.000048,-0.000048,0.000007,0.811
170,SB30904_island_174,SB30904_component_174a,J001010+005440,00:10:10.0,+00:54:40,2.541508,0.911135,0.03,0.02,887.5,61.096,0.266,63.660,0.459,14.33,12.32,84.15,0.06,0.05,0.02,3.05,2.31,84.70,7.31,13.18,0.40,343.988,1435.204,-0.39,-99.00,0.00,0.00,0.271,0.0,0.0,1.0,0.0,,"2.541508,0.911135",0.033121,61.096,61.097,0.266,0.258,RACS_0012+00A_island_171,RACS_0012+00A_component_171a,J001009+005440,00:10:09.9,+00:54:40,2.541421,0.911312,0.02,0.02,887.5,63.892,0.825,67.314,0.332,25.26,16.32,101.86,0.06,0.06,0.20,7.01,2.32,-88.69,1.36,13.27,1.82,155.362,774.503,-0.33,-99.00,0.00,0.00,0.782,0.0,0.0,1.0,0.0,,"2.541421,0.911312",0.032824,63.892,63.902,0.825,0.143,0.000197,0.000087,-0.000177,0.956
172,SB30904_island_176,SB30904_component_176a,J000335+022846,00:03:35.2,+02:28:46,0.896618,2.479607,0.02,0.02,887.5,62.436,0.265,67.027,0.445,14.63,12.43,81.20,0.06,0.05,0.02,4.33,2.72,67.99,1.19,3.35,2.33,421.361,1551.702,-0.50,-99.00,0.00,0.00,0.268,0.0,0.0,1.0,0.0,,"0.896618,2.479607",0.054293,62.436,62.437,0.265,0.245,RACS_0012+00A_island_160,RACS_0012+00A_component_160a,J000335+022847,00:03:35.2,+02:28:47,0.896620,2.479826,0.03,0.02,887.5,69.475,0.818,72.928,0.402,25.80,15.92,100.97,0.06,0.07,0.20,8.81,0.00,-87.83,0.49,0.00,1.02,228.365,938.999,-0.40,-99.00,0.00,0.00,0.781,0.0,0.0,1.0,0.0,,"0.89662,2.479826",0.054742,69.475,69.484,0.818,0.174,0.000219,-0.000002,-0.000219,0.899
173,SB30904_island_177,SB30904_component_177a,J235725-013918,23:57:25.1,-01:39:18,359.354445,-1.655180,0.07,0.06,887.5,60.868,0.805,74.170,1.215,15.80,13.07,72.53,0.16,0.13,0.04,7.62,4.44,57.31,0.29,1.24,2.28,47.542,600.139,-0.65,-99.00,0.00,0.00,0.791,0.0,0.0,1.0,0.0,,"359.354445,-1.65518",0.071907,60.868,60.878,0.805,0.613,RACS_0012+00A_island_195,RACS_0012+00A_component_195a,J235725-013918,23:57:25.0,-01:39:18,359.354255,-1.655119,0.02,0.02,887.5,57.470,1.135,64.769,0.288,24.60,17.91,103.81,0.05,0.06,0.26,7.87,3.83,9.66,0.84,3.83,1.60,53.943,480.133,-0.91,-99.00,0.00,0.00,1.062,0.0,0.0,1.0,0.0,,"359.354255,-1.655119",0.071654,57.470,57.490,1.135,0.118,0.000199,0.000190,-0.000061,1.059
174,SB30904_island_178,SB30904_component_178a,J000900+030040,00:09:00.5,+03:00:40,2.252204,3.011265,0.03,0.03,887.5,60.502,0.306,62.279,0.533,14.32,12.17,83.68,0.07,0.06,0.02,3.03,1.33,80.78,4.56,25.63,0.99,222.186,1246.494,-0.71,-99.00,0.00,0.00,0.313,0.0,0.0,1.0,0.0,,"2.252204,3.011265",0.112064,60.502,60.504,0.306,0.302,RACS_0012+00A_island_135,RACS_0012+00A_component_135a,J000900+030041,00:09:00.5,+03:00:41,2.252175,3.011440,0.04,0.03,887.5,80.783,1.653,89.162,0.753,27.15,15.90,100.52,0.11,0.11,0.29,12.20,0.00,-85.19,0.23,0.00,0.89,166.560,841.884,-0.37,-99.00,0.00,0.00,1.593,0.0,0.0,1.0,0.0,,"2.252175,3.01144",0.111948,80.783,80.814,1.653,0.314,0.000177,0.000029,-0.000175,0.749
177,SB30904_island_181,SB30904_component_181a,J002214+031951,00:22:14.1,+03:19:51,5.558881,3.330919,0.04,0.04,887.5,59.151,0.460,64.654,0.758,14.71,12.59,80.83,0.10,0.09,0.03,4.62,3.32,64.30,2.04,4.38,5.63,166.899,1069.179,-0.11,-99.00,0.00,0.00,0.462,0.0,0.0,1.0,0.0,,"5.558881,3.330919",0.040929,59.151,59.155,0.460,0.412,RACS_0012+00A_island_177,RACS_0012+00A_component_177a,J002214+031951,00:22:14.1,+03:19:51,5.558826,3.331073,0.02,0.02,887.5,61.333,1.070,63.729,0.317,24.95,16.29,102.23,0.06,0.06,0.21,5.77,2.20,-89.62,3.07,22.00,2.80,70.608,561.441,-0.24,-99.00,0.00,0.00,1.013,0.0,0.0,1.0,0.0,,"5.558826,3.331073",0.041127,61.333,61.350,1.070,0.137,0.000163,0.000055,-0.000154,0.964
