coord_id,island_id,component_id,component_name,ra_hms_cont,dec_dms_cont,ra_deg_cont,dec_deg_cont,ra_err,dec_err,freq,flux_peak,flux_peak_err,flux_int,flux_int_err,maj_axis,min_axis,pos_ang,maj_axis_err,min_axis_err,pos_ang_err,maj_axis_deconv,min_axis_deconv,pos_ang_deconv,maj_axis_deconv_err,min_axis_deconv_err,pos_ang_deconv_err,chi_squared_fit,rms_fit_gauss,spectral_index,spectral_curvature,spectral_index_err,spectral_curvature_err,rms_image,has_siblings,fit_is_estimate,spectral_index_from_TT,flag_c4,comment,coord,nn_separation,flux_peak_condon,flux_peak_selavy,flux_peak_err_condon,flux_peak_err_selavy,island_id_reference,component_id_reference,component_name_reference,ra_hms_cont_reference,dec_dms_cont_reference,ra_deg_cont_reference,dec_deg_cont_reference,ra_err_reference,dec_err_reference,freq_reference,flux_peak_reference,flux_peak_err_reference,flux_int_reference,flux_int_err_reference,maj_axis_reference,min_axis_reference,pos_ang_reference,maj_axis_err_reference,min_axis_err_reference,pos_ang_err_reference,maj_axis_deconv_reference,min_axis_deconv_reference,pos_ang_deconv_reference,maj_axis_deconv_err_reference,min_axis_deconv_err_reference,pos_ang_deconv_err_reference,chi_squared_fit_reference,rms_fit_gauss_reference,spectral_index_reference,spectral_curvature_reference,spectral_index_err_reference,spectral_curvature_err_reference,rms_image_reference,has_siblings_reference,fit_is_estimate_reference,spectral_index_from_TT_reference,flag_c4_reference,comment_reference,coord_reference,nn_separation_reference,flux_peak_condon_reference,flux_peak_selavy_reference,flux_peak_err_condon_reference,flux_peak_err_selavy_reference,separation,dra,ddec,flux_peak_ratio
1665,SB30904_island_1894,SB30904_component_1894a,J000845+005429,00:08:45.6,+00:54:29,2.189845,0.908138,0.28,0.24,887.5,5.146,0.264,5.865,0.422,14.71,13.09,92.48,0.65,0.56,0.26,5.47,3.93,-37.39,5.38,12.39,46.66,4.061,246.206,-99.00,-99.00,0.00,0.00,0.263,0.0,0.0,1.0,0.0,,"2.189845,0.908138",0.007995,5.146,5.159,0.264,0.224,RACS_0012+00A_island_1513,RACS_0012+00A_component_1513a,J000845+005430,00:08:45.8,+00:54:30,2.190794,0.908394,0.27,0.11,887.5,5.858,0.514,10.480,0.327,43.19,16.06,95.10,0.79,0.51,0.69,35.82,0.00,-86.95,0.03,0.00,0.86,90.936,742.380,-2.10,-99.00,0.00,0.00,0.568,0.0,0.0,1.0,0.0,,"2.190794,0.908394",0.173367,5.858,5.913,0.514,0.089,0.000983,-0.000949,-0.000256,0.878
1666,SB30904_island_1895,SB30904_component_1895a,J002044+010614,00:20:44.8,+01:06:14,5.186536,1.104146,0.28,0.25,887.5,5.108,0.264,5.732,0.431,15.26,12.42,83.47,0.67,0.58,0.16,6.07,2.81,82.36,2.88,17.36,1.04,9.495,379.286,-99.00,-99.00,0.00,0.00,0.266,0.0,0.0,1.0,0.0,,"5.186536,1.104146",0.029322,5.108,5.122,0.264,0.230,RACS_0012+00A_island_1593,RACS_0012+00A_component_1593a,J002044+010614,00:20:44.7,+01:06:14,5.186403,1.104133,0.04,0.03,887.5,5.877,1.094,7.801,0.084,28.95,17.36,104.63,0.18,0.17,0.42,15.76,6.44,-73.10,0.19,1.50,1.10,0.172,53.494,-0.96,-99.00,0.00,0.00,1.091,0.0,0.0,1.0,0.0,,"5.186403,1.104133",0.029920,5.877,6.073,1.094,0.019,0.000134,0.000133,0.000013,0.869
1667,SB30904_island_1896,SB30904_component_1896a,J000803+012744,00:08:03.6,+01:27:44,2.015011,1.462496,0.23,0.20,887.5,4.953,0.249,6.664,0.350,17.17,13.24,91.58,0.53,0.47,0.10,10.01,5.25,-83.34,0.36,2.31,1.55,74.784,937.986,-99.00,-99.00,0.00,0.00,0.242,0.0,0.0,1.0,0.0,,"2.015011,1.462496",0.039527,4.953,4.965,0.249,0.165,RACS_0012+00A_island_1838,RACS_0012+00A_component_1838a,J000803+012746,00:08:03.5,+01:27:46,2.014523,1.462790,0.05,0.03,887.5,4.712,0.624,5.512,0.064,27.61,16.31,102.25,0.17,0.16,0.39,13.11,2.53,-79.68,0.31,10.55,1.18,0.704,96.875,-0.52,-99.00,0.00,0.00,0.611,0.0,0.0,1.0,0.0,,"2.014523,1.46279",0.101088,4.712,4.790,0.624,0.018,0.000570,0.000488,-0.000294,1.051
1670,SB30904_island_1898,SB30904_component_1898a,J002016-021904,00:20:16.3,-02:19:04,5.067921,-2.317938,0.38,0.34,887.5,5.136,0.284,4.538,0.570,13.59,10.97,71.10,0.91,0.79,0.24,0.00,0.00,47.25,0.00,0.00,21.81,1.905,205.747,-99.00,-99.00,0.00,0.00,0.306,0.0,0.0,1.0,0.0,,"5.067921,-2.317938",0.072096,5.136,5.154,0.284,0.358,RACS_0012+00A_island_1660,RACS_0012+00A_component_1660a,J002016-021905,00:20:16.4,-02:19:05,5.068159,-2.318113,0.08,0.05,887.5,5.480,0.763,6.191,0.125,27.95,15.53,96.86,0.29,0.26,0.66,14.16,0.00,87.55,0.32,0.00,1.66,2.183,169.495,0.91,-99.00,0.00,0.00,0.756,0.0,0.0,1.0,0.0,,"5.068159,-2.318113",0.071949,5.480,5.582,0.763,0.038,0.000295,-0.000238,0.000175,0.937
1671,SB30904_island_1899,SB30904_component_1899a,J001206-021216,00:12:06.9,-02:12:16,3.028679,-2.204533,0.25,0.21,887.5,5.044,0.236,5.824,0.374,15.39,12.68,95.14,0.58,0.50,0.14,6.73,3.16,-68.93,1.49,9.53,9.44,27.251,615.216,-99.00,-99.00,0.00,0.00,0.235,0.0,0.0,1.0,0.0,,"3.028679,-2.204533",0.062262,5.044,5.055,0.236,0.196,RACS_0012+00A_island_1614,RACS_0012+00A_component_1614a,J001206-021215,00:12:06.8,-02:12:15,3.028128,-2.204241,0.04,0.03,887.5,5.921,0.527,6.752,0.063,26.82,16.52,100.78,0.13,0.13,0.36,11.44,3.37,-86.02,0.42,5.73,1.39,2.835,162.014,-3.01,-99.00,0.00,0.00,0.507,0.0,0.0,1.0,0.0,,"3.028128,-2.204241",0.063091,5.921,5.964,0.527,0.022,0.000623,0.000551,-0.000292,0.852
1672,SB30904_island_1901,SB30904_component_1901a,J001128+030006,00:11:28.2,+03:00:06,2.867475,3.001762,0.44,0.39,887.5,5.166,0.446,6.169,0.693,15.47,12.98,73.19,1.04,0.90,0.28,6.95,4.15,54.98,2.86,10.94,21.86,2.901,238.516,-99.00,-99.00,0.00,0.00,0.444,0.0,0.0,1.0,0.0,,"2.867475,3.001762",0.025862,5.166,5.204,0.446,0.357,RACS_0012+00A_island_1502,RACS_0012+00A_component_1502a,J001128+030006,00:11:28.3,+03:00:06,2.867812,3.001852,0.18,0.10,887.5,6.226,0.719,9.881,0.275,33.64,18.21,97.95,0.54,0.49,1.01,23.36,8.23,-85.69,0.13,1.77,1.70,23.758,434.229,-2.51,-99.00,0.00,0.00,0.727,0.0,0.0,1.0,0.0,,"2.867812,3.001852",0.037271,6.226,6.310,0.719,0.074,0.000348,-0.000337,-0.000090,0.830
1673,SB30904_island_1902,SB30904_component_1902a,J001643-011852,00:16:43.4,-01:18:52,4.180633,-1.314653,0.26,0.23,887.5,5.034,0.228,5.336,0.388,14.82,12.09,100.70,0.62,0.53,0.15,5.71,0.00,-59.14,1.49,0.00,9.87,15.816,489.527,-99.00,-99.00,0.00,0.00,0.232,0.0,0.0,1.0,0.0,,"4.180633,-1.314653",0.071788,5.034,5.045,0.228,0.216,RACS_0012+00A_island_1836,RACS_0012+00A_component_1836a,J001643-011852,00:16:43.3,-01:18:52,4.180546,-1.314519,0.21,0.10,887.5,4.463,0.364,5.961,0.203,33.83,15.34,93.64,0.60,0.47,0.87,23.84,0.00,88.48,0.10,0.00,1.33,77.060,749.987,-1.77,-99.00,0.00,0.00,0.374,0.0,0.0,1.0,0.0,,"4.180546,-1.314519",0.071688,4.463,4.494,0.364,0.067,0.000160,0.000087,-0.000134,1.128
1674,SB30904_island_1903,SB30904_component_1903a,J000845+015634,00:08:45.2,+01:56:34,2.188191,1.943035,0.31,0.27,887.5,5.172,0.291,5.692,0.481,14.74,12.60,79.93,0.74,0.64,0.23,4.78,3.31,61.20,11.93,27.93,39.66,2.702,208.741,-99.00,-99.00,0.00,0.00,0.293,0.0,0.0,1.0,0.0,,"2.188191,1.943035",0.115347,5.172,5.189,0.291,0.261,RACS_0012+00A_island_1373,RACS_0012+00A_component_1373a,J000845+015636,00:08:45.2,+01:56:36,2.188200,1.943391,0.06,0.04,887.5,7.286,1.052,12.701,0.130,34.09,19.59,92.18,0.22,0.21,0.44,24.33,10.21,84.79,0.04,0.45,0.72,1.422,115.264,2.18,-99.00,0.00,0.00,1.074,0.0,0.0,1.0,0.0,,"2.1882,1.943391",0.115569,7.286,7.441,1.052,0.030,0.000356,-0.000009,-0.000356,0.710
1675,SB30904_island_1904,SB30904_component_1904a,J000112-003142,00:01:12.2,-00:31:42,0.300853,-0.528491,0.36,0.31,887.5,5.066,0.294,5.023,0.534,14.37,11.64,94.00,0.85,0.73,0.21,3.83,0.00,-68.69,7.58,0.00,16.43,5.424,322.968,-99.00,-99.00,0.00,0.00,0.306,0.0,0.0,1.0,0.0,,"0.300853,-0.528491",0.030447,5.066,5.084,0.294,0.310,RACS_0012+00A_island_2179,RACS_0012+00A_component_2179a,J000112-003142,00:01:12.1,-00:31:42,0.300319,-0.528462,0.04,0.03,887.5,3.201,0.554,3.263,0.042,24.89,15.59,97.57,0.16,0.17,0.52,6.91,0.00,71.77,1.85,0.00,2.96,0.138,54.842,-5.71,-99.00,0.00,0.00,0.543,0.0,0.0,1.0,0.0,,"0.300319,-0.528462",0.030103,3.201,3.291,0.554,0.011,0.000535,0.000534,-0.000029,1.582
1677,SB30904_island_1908,SB30904_component_1908a,J000428-012234,00:04:28.3,-01:22:34,1.117838,-1.376376,0.32,0.29,887.5,4.957,0.298,5.536,0.485,14.65,12.87,109.57,0.77,0.67,0.28,6.33,0.00,-37.75,0.79,0.00,17.50,39.459,797.765,-99.00,-99.00,0.00,0.00,0.299,0.0,0.0,1.0,0.0,,"1.117838,-1.376376",0.044375,4.957,4.975,0.298,0.261,RACS_0012+00A_island_1610,RACS_0012+00A_component_1610a,J000428-012234,00:04:28.1,-01:22:34,1.117109,-1.376266,0.11,0.06,887.5,5.773,0.507,7.198,0.154,29.76,16.27,97.82,0.32,0.30,0.71,17.36,0.00,-88.11,0.19,0.00,1.48,22.228,421.691,-2.26,-99.00,0.00,0.00,0.500,0.0,0.0,1.0,0.0,,"1.117109,-1.376266",0.044779,5.773,5.816,0.507,0.053,0.000737,0.000729,-0.000110,0.859
1679,SB30904_island_1910,SB30904_component_1910a,J001821-000125,00:18:21.6,-00:01:25,4.589831,-0.023806,0.13,0.13,887.5,4.531,0.275,12.023,0.242,28.70,15.61,66.22,0.30,0.32,0.02,25.16,9.60,64.68,0.01,0.31,0.06,550.571,1935.299,-99.00,-99.00,0.00,0.00,0.271,0.0,0.0,1.0,0.0,,"4.589831,-0.023806",0.037884,4.531,4.547,0.275,0.066,RACS_0012+00A_island_1544,RACS_0012+00A_component_1544a,J001821-000126,00:18:21.4,-00:01:26,4.589239,-0.024077,0.10,0.06,887.5,6.239,0.661,10.372,0.165,34.27,18.77,80.09,0.32,0.30,0.58,25.65,4.31,69.10,0.03,2.77,0.81,11.331,287.593,0.19,-99.00,0.00,0.00,0.670,0.0,0.0,1.0,0.0,,"4.589239,-0.024077",0.039093,6.239,6.310,0.661,0.044,0.000651,0.000592,0.000271,0.726
1680,SB30904_island_1912,SB30904_component_1912a,J002020-014624,00:20:20.2,-01:46:24,5.084310,-1.773543,0.30,0.26,887.5,5.148,0.296,6.086,0.461,15.52,12.87,88.89,0.70,0.61,0.18,6.76,4.26,-82.43,2.56,8.29,8.30,5.419,286.549,-99.00,-99.00,0.00,0.00,0.294,0.0,0.0,1.0,0.0,,"5.08431,-1.773543",0.038922,5.148,5.165,0.296,0.238,RACS_0012+00A_island_1818,RACS_0012+00A_component_1818a,J002020-014624,00:20:20.2,-01:46:24,5.084189,-1.773498,0.07,0.04,887.5,4.681,0.676,5.411,0.086,29.99,14.77,90.96,0.24,0.21,0.41,18.32,0.00,81.01,0.09,0.00,0.76,0.847,112.421,-2.27,-99.00,0.00,0.00,0.688,0.0,0.0,1.0,0.0,,"5.084189,-1.773498",0.038938,4.681,4.780,0.676,0.024,0.000129,0.000121,-0.000045,1.100
1681,SB30904_island_1913,SB30904_component_1913a,J000437+013311,00:04:37.7,+01:33:11,1.157041,1.553059,0.05,0.04,887.5,4.082,0.245,27.514,0.111,45.52,24.97,172.93,0.10,0.13,0.01,43.88,20.67,-7.03,0.00,0.03,0.01,1051.759,2015.154,-99.00,-99.00,0.00,0.00,0.280,0.0,0.0,1.0,0.0,,"1.157041,1.553059",0.048847,4.082,4.101,0.245,0.014,RACS_0012+00A_island_1328,RACS_0012+00A_component_1328a,J000437+013312,00:04:37.8,+01:33:12,1.157333,1.553445,0.19,0.29,887.5,6.845,0.457,26.254,0.667,45.69,32.64,162.58,1.04,1.16,2.03,41.95,23.31,-10.51,0.03,0.20,1.79,436.077,1156.572,-1.37,-99.00,0.00,0.00,0.545,0.0,0.0,1.0,0.0,,"1.157333,1.553445",0.057411,6.845,6.888,0.457,0.092,0.000484,-0.000292,-0.000386,0.596
1682,SB30904_island_1914,SB30904_component_1914a,J000919+014612,00:09:19.6,+01:46:12,2.331528,1.770001,0.29,0.26,887.5,5.054,0.261,5.421,0.437,13.80,13.13,71.77,0.69,0.59,0.65,5.22,0.00,0.45,0.96,0.00,12.54,14.970,499.496,-99.00,-99.00,0.00,0.00,0.263,0.0,0.0,1.0,0.0,,"2.331528,1.770001",0.048333,5.054,5.068,0.261,0.241,RACS_0012+00A_island_1238,RACS_0012+00A_component_1238a,J000919+014610,00:09:19.7,+01:46:10,2.331876,1.769473,0.06,0.04,887.5,8.227,1.234,10.874,0.159,27.99,18.09,81.43,0.22,0.25,0.66,16.96,0.00,58.13,0.09,0.00,1.21,0.976,114.080,2.77,-99.00,0.00,0.00,1.204,0.0,0.0,1.0,0.0,,"2.331876,1.769473",0.076160,8.227,8.400,1.234,0.040,0.000632,-0.000348,0.000528,0.614
1685,SB30904_island_1918,SB30904_component_1918a,J001719+030045,00:17:19.3,+03:00:45,4.330595,3.012569,0.46,0.40,887.5,5.225,0.342,4.586,0.691,13.14,11.26,87.38,1.09,0.94,0.38,0.00,0.00,-32.47,0.00,0.00,134.34,2.388,238.464,-99.00,-99.00,0.00,0.00,0.369,0.0,0.0,1.0,0.0,,"4.330595,3.012569",0.015846,5.225,5.251,0.342,0.436,RACS_0012+00A_island_1658,RACS_0012+00A_component_1658a,J001719+030046,00:17:19.3,+03:00:46,4.330463,3.012972,0.03,0.02,887.5,5.557,0.772,4.876,0.046,23.04,14.64,97.27,0.10,0.10,0.34,0.00,0.00,49.09,0.00,0.00,2.27,0.243,63.056,-0.50,-99.00,0.00,0.00,0.751,0.0,0.0,1.0,0.0,,"4.330463,3.012972",0.015922,5.557,5.657,0.772,0.016,0.000424,0.000132,-0.000403,0.940
1686,SB30904_island_1919,SB30904_component_1919a,J000447-013413,00:04:47.3,-01:34:13,1.197102,-1.570554,0.12,0.12,887.5,4.532,0.298,13.738,0.232,29.27,17.47,78.12,0.28,0.29,0.02,25.72,12.58,77.54,0.01,0.18,0.03,126.474,860.009,-99.00,-99.00,0.00,0.00,0.291,0.0,0.0,1.0,0.0,,"1.197102,-1.570554",0.072867,4.532,4.551,0.298,0.058,RACS_0012+00A_island_1443,RACS_0012+00A_component_1443a,J000447-013415,00:04:47.4,-01:34:15,1.197588,-1.570865,0.22,0.12,887.5,6.400,0.533,13.559,0.340,38.68,21.27,88.83,0.61,0.57,1.09,30.57,12.82,82.86,0.05,0.70,1.50,137.672,798.355,0.27,-99.00,0.00,0.00,0.559,0.0,0.0,1.0,0.0,,"1.197588,-1.570865",0.073731,6.400,6.448,0.533,0.085,0.000577,-0.000486,0.000311,0.708
1687,SB30904_island_1920,SB30904_component_1920a,J002058+023349,00:20:58.7,+02:33:49,5.244715,2.563755,0.32,0.28,887.5,5.175,0.291,5.542,0.490,14.14,12.79,95.84,0.76,0.65,0.36,4.63,0.00,-26.77,4.38,0.00,32.41,3.509,243.868,-99.00,-99.00,0.00,0.00,0.294,0.0,0.0,1.0,0.0,,"5.244715,2.563755",0.030700,5.175,5.192,0.291,0.271,RACS_0012+00A_island_1755,RACS_0012+00A_component_1755a,J002058+023349,00:20:58.7,+02:33:49,5.244584,2.563799,0.04,0.02,887.5,5.057,0.630,4.676,0.049,24.45,14.58,96.41,0.12,0.12,0.36,5.53,0.00,70.91,1.68,0.00,1.73,0.503,86.620,-1.08,-99.00,0.00,0.00,0.615,0.0,0.0,1.0,0.0,,"5.244584,2.563799",0.061719,5.057,5.131,0.630,0.017,0.000138,0.000131,-0.000044,1.023
1689,SB30904_island_1924,SB30904_component_1924a,J000125-024123,00:01:25.3,-02:41:23,0.355277,-2.689900,0.38,0.33,887.5,4.934,0.319,5.251,0.555,16.18,11.09,85.39,0.89,0.77,0.13,8.12,0.00,86.10,0.70,0.00,0.33,39.958,816.070,-99.00,-99.00,0.00,0.00,0.332,0.0,0.0,1.0,0.0,,"0.355277,-2.6899",0.017905,4.934,4.956,0.319,0.306,RACS_0012+00A_island_1758,RACS_0012+00A_component_1758a,J000125-024123,00:01:25.3,-02:41:23,0.355598,-2.689749,0.05,0.03,887.5,5.140,0.486,5.178,0.058,26.23,14.90,99.62,0.14,0.13,0.35,10.10,0.00,-88.76,0.47,0.00,1.20,2.074,152.657,-0.12,-99.00,0.00,0.00,0.475,0.0,0.0,1.0,0.0,,"0.355598,-2.689749",0.018613,5.140,5.184,0.486,0.021,0.000354,-0.000321,-0.000151,0.960
1690,SB30904_island_1925,SB30904_component_1925a,J001106+024848,00:11:06.5,+02:48:48,2.777278,2.813545,0.40,0.36,887.5,4.795,0.450,6.878,0.613,18.49,13.03,78.80,0.93,0.84,0.13,12.11,4.77,76.68,0.27,4.00,0.72,12.158,446.444,-99.00,-99.00,0.00,0.00,0.441,0.0,0.0,1.0,0.0,,"2.777278,2.813545",0.125183,4.795,4.835,0.450,0.276,RACS_0012+00A_island_1599,RACS_0012+00A_component_1599a,J001106+024850,00:11:06.6,+02:48:50,2.777490,2.814090,0.09,0.04,887.5,5.851,0.650,8.674,0.124,35.57,16.09,93.82,0.28,0.22,0.36,26.23,0.00,89.44,0.03,0.00,0.53,5.491,214.804,-2.09,-99.00,0.00,0.00,0.676,0.0,0.0,1.0,0.0,,"2.77749,2.81409",0.125331,5.851,5.928,0.650,0.035,0.000585,-0.000212,-0.000545,0.819
1691,SB30904_island_1926,SB30904_component_1926a,J000343-011834,00:03:43.2,-01:18:34,0.929836,-1.309670,0.30,0.26,887.5,5.146,0.233,4.800,0.443,13.72,11.49,86.07,0.70,0.61,0.21,0.00,0.00,-80.26,0.00,0.00,42.39,4.696,303.455,-99.00,-99.00,0.00,0.00,0.246,0.0,0.0,1.0,0.0,,"0.929836,-1.30967",0.051955,5.146,5.158,0.233,0.268,RACS_0012+00A_island_1579,RACS_0012+00A_component_1579a,J000343-011834,00:03:43.1,-01:18:34,0.929622,-1.309546,0.07,0.04,887.5,6.047,0.444,7.271,0.099,27.71,16.89,95.14,0.19,0.20,0.54,14.01,2.74,80.52,0.26,8.78,1.52,14.732,332.819,-1.78,-99.00,0.00,0.00,0.428,0.0,0.0,1.0,0.0,,"0.929622,-1.309546",0.083878,6.047,6.077,0.444,0.035,0.000247,0.000214,-0.000124,0.851
1692,SB30904_island_1928,SB30904_component_1928a,J001210-011941,00:12:10.6,-01:19:41,3.044249,-1.328251,0.20,0.19,887.5,4.915,0.253,7.393,0.321,17.29,14.70,62.00,0.49,0.42,0.12,10.75,7.55,43.93,0.23,0.93,6.02,66.842,838.807,-99.00,-99.00,0.00,0.00,0.240,0.0,0.0,1.0,0.0,,"3.044249,-1.328251",0.009974,4.915,4.927,0.253,0.140,RACS_0012+00A_island_1478,RACS_0012+00A_component_1478a,J001210-011941,00:12:10.6,-01:19:41,3.044112,-1.328161,0.05,0.03,887.5,6.688,0.416,8.561,0.077,26.44,18.87,92.04,0.12,0.15,0.56,12.98,6.10,55.12,0.25,1.42,1.83,14.652,301.677,-1.77,-99.00,0.00,0.00,0.394,0.0,0.0,1.0,0.0,,"3.044112,-1.328161",0.013175,6.688,6.711,0.416,0.028,0.000164,0.000137,-0.000090,0.735
1693,SB30904_island_1929,SB30904_component_1929a,J001812+025645,00:18:12.2,+02:56:45,4.550718,2.946012,0.32,0.29,887.5,4.991,0.318,6.017,0.493,16.51,12.32,74.67,0.76,0.67,0.13,8.87,1.80,68.53,0.58,25.84,2.43,15.645,498.328,-99.00,-99.00,0.00,0.00,0.318,0.0,0.0,1.0,0.0,,"4.550718,2.946012",0.081267,4.991,5.011,0.318,0.250,RACS_0012+00A_island_1761,RACS_0012+00A_component_1761a,J001812+025646,00:18:12.2,+02:56:46,4.550794,2.946143,0.40,0.19,887.5,4.404,0.585,8.081,0.419,39.47,17.83,91.18,1.26,0.97,1.67,31.41,6.29,87.08,0.08,5.43,2.22,55.615,683.632,-4.54,-99.00,0.00,0.00,0.626,0.0,0.0,1.0,0.0,,"4.550794,2.946143",0.103039,4.404,4.491,0.585,0.097,0.000151,-0.000076,-0.000131,1.133
1694,SB30904_island_1930,SB30904_component_1930a,J001624+012857,00:16:24.2,+01:28:57,4.100661,1.482580,0.26,0.23,887.5,5.118,0.232,5.465,0.394,14.85,12.15,78.69,0.61,0.53,0.15,5.09,0.00,68.13,3.97,0.00,8.89,5.401,290.508,-99.00,-99.00,0.00,0.00,0.236,0.0,0.0,1.0,0.0,,"4.100661,1.48258",0.070365,5.118,5.129,0.232,0.218,RACS_0012+00A_island_1745,RACS_0012+00A_component_1745a,J001624+012857,00:16:24.2,+01:28:57,4.100643,1.482752,0.09,0.05,887.5,5.041,0.664,5.872,0.115,29.22,15.33,91.99,0.29,0.26,0.58,16.98,0.00,80.96,0.14,0.00,1.16,2.290,173.596,1.01,-99.00,0.00,0.00,0.664,0.0,0.0,1.0,0.0,,"4.100643,1.482752",0.116829,5.041,5.127,0.664,0.034,0.000173,0.000018,-0.000172,1.015
1695,SB30904_island_1931,SB30904_component_1931a,J001630-025553,00:16:30.7,-02:55:53,4.127870,-2.931586,0.43,0.39,887.5,5.008,0.406,5.633,0.661,14.77,12.82,69.70,1.04,0.90,0.35,5.75,2.64,36.43,3.97,25.68,38.69,1.135,157.097,-99.00,-99.00,0.00,0.00,0.408,0.0,0.0,1.0,0.0,,"4.12787,-2.931586",0.024875,5.008,5.041,0.406,0.354,RACS_0012+00A_island_1566,RACS_0012+00A_component_1566a,J001630-025553,00:16:30.7,-02:55:53,4.128077,-2.931460,0.06,0.03,887.5,6.052,0.701,8.156,0.097,30.10,17.29,96.07,0.20,0.19,0.44,18.07,5.37,88.10,0.11,1.84,0.93,2.409,154.451,-2.84,-99.00,0.00,0.00,0.692,0.0,0.0,1.0,0.0,,"4.128077,-2.93146",0.024832,6.052,6.130,0.701,0.028,0.000242,-0.000207,-0.000126,0.828
1696,SB30904_island_1932,SB30904_component_1932a,J001912-015335,00:19:12.2,-01:53:35,4.800627,-1.893095,0.30,0.28,887.5,4.980,0.292,5.792,0.462,15.50,12.67,62.92,0.73,0.63,0.17,7.51,1.38,43.98,0.69,38.50,8.91,6.634,314.677,-99.00,-99.00,0.00,0.00,0.291,0.0,0.0,1.0,0.0,,"4.800627,-1.893095",0.055674,4.980,4.997,0.292,0.241,RACS_0012+00A_island_1835,RACS_0012+00A_component_1835a,J001912-015334,00:19:12.2,-01:53:34,4.800692,-1.893037,0.04,0.02,887.5,4.725,0.628,4.493,0.051,25.74,14.21,96.39,0.13,0.13,0.33,9.32,0.00,81.65,0.44,0.00,1.09,0.377,79.317,-3.37,-99.00,0.00,0.00,0.623,0.0,0.0,1.0,0.0,,"4.800692,-1.893037",0.055607,4.725,4.806,0.628,0.017,0.000087,-0.000065,-0.000058,1.054
1697,SB30904_island_1933,SB30904_component_1933a,J000240-023518,00:02:40.6,-02:35:18,0.669253,-2.588447,0.20,0.19,887.5,4.689,0.356,10.123,0.350,23.14,15.72,91.11,0.48,0.45,0.05,18.45,9.99,-87.46,0.04,0.46,0.17,48.719,712.381,-99.00,-99.00,0.00,0.00,0.338,0.0,0.0,1.0,0.0,,"0.669253,-2.588447",0.087948,4.689,4.713,0.356,0.116,RACS_0012+00A_island_1580,RACS_0012+00A_component_1580a,J000240-023518,00:02:40.5,-02:35:18,0.668855,-2.588579,0.10,0.04,887.5,6.023,0.427,10.520,0.120,41.37,16.42,95.53,0.28,0.19,0.25,33.59,1.67,-86.71,0.01,16.58,0.32,22.579,349.357,-2.97,-99.00,0.00,0.00,0.462,0.0,0.0,1.0,0.0,,"0.668855,-2.588579",0.087736,6.023,6.058,0.427,0.033,0.000419,0.000398,0.000132,0.779
1700,SB30904_island_1935,SB30904_component_1935a,J000822+032658,00:08:22.8,+03:26:58,2.094953,3.449495,0.41,0.37,887.5,4.927,0.390,5.748,0.632,17.09,11.49,73.80,0.98,0.87,0.13,9.91,0.00,69.42,0.40,0.00,1.49,4.521,297.746,-99.00,-99.00,0.00,0.00,0.399,0.0,0.0,1.0,0.0,,"2.094953,3.449495",0.034950,4.927,4.959,0.390,0.327,RACS_0012+00A_island_1437,RACS_0012+00A_component_1437a,J000822+032700,00:08:22.7,+03:27:00,2.094767,3.450123,0.07,0.06,887.5,6.870,1.046,7.056,0.172,21.86,18.02,115.61,0.26,0.36,2.33,8.81,0.00,3.96,0.37,0.00,2.12,1.581,159.677,-4.42,-99.00,0.00,0.00,0.986,0.0,0.0,1.0,0.0,,"2.094767,3.450123",0.120591,6.870,7.009,1.046,0.051,0.000655,0.000186,-0.000628,0.717
1701,SB30904_island_1938,SB30904_component_1938a,J000120-030337,00:01:20.5,-03:03:37,0.335289,-3.060496,0.34,0.36,887.5,4.835,0.497,8.079,0.585,17.80,15.75,34.82,0.88,0.76,0.28,12.52,8.12,18.46,0.10,0.51,6.73,9.377,392.068,-99.00,-99.00,0.00,0.00,0.468,0.0,0.0,1.0,0.0,,"0.335289,-3.060496",0.059983,4.835,4.880,0.497,0.238,RACS_0012+00A_island_1457,RACS_0012+00A_component_1457a,J000120-030338,00:01:20.5,-03:03:38,0.335578,-3.060577,0.08,0.06,887.5,6.647,0.640,10.223,0.158,27.55,21.66,106.08,0.24,0.32,1.37,14.66,12.78,-3.87,1.23,1.77,9.07,16.341,330.057,-3.66,-99.00,0.00,0.00,0.615,0.0,0.0,1.0,0.0,,"0.335578,-3.060577",0.059423,6.647,6.703,0.640,0.046,0.000300,-0.000289,0.000081,0.727
1704,SB30904_island_1941,SB30904_component_1941a,J001752+031023,00:17:52.1,+03:10:23,4.467095,3.173084,0.10,0.14,887.5,4.486,0.358,16.822,0.281,42.09,14.97,93.25,0.24,0.34,0.01,39.71,8.75,-86.45,0.00,0.40,0.01,41.573,535.455,-99.00,-99.00,0.00,0.00,0.400,0.0,0.0,1.0,0.0,,"4.467095,3.173084",0.084831,4.486,4.521,0.358,0.052,RACS_0012+00A_island_1670,RACS_0012+00A_component_1670a,J001752+031023,00:17:52.1,+03:10:23,4.467264,3.173067,0.20,0.06,887.5,5.606,0.587,11.325,0.236,52.37,14.86,95.13,0.75,0.34,0.29,46.47,0.00,-86.07,0.01,0.00,0.33,11.668,297.313,1.59,-99.00,0.00,0.00,0.712,0.0,0.0,1.0,0.0,,"4.467264,3.173067",0.084799,5.606,5.695,0.587,0.047,0.000170,-0.000169,0.000017,0.800
